Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Comment,Comment,Comment,Comment,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
134636591,Retrieve in Responsive ,event,1,"Nov 14, 2016","Dec 4, 2016",feature,2,accepted,"Nov 19, 2016","Nov 20, 2016",,Nick Lim,display event schedule in responsive,https://www.pivotaltracker.com/story/show/134636591,Nick Lim,,,,,Create javascript and css style ,not completed,Link UI with javascript and css style,not completed,Run in mobile or windows or tablet view,not completed
134651873,View data,"sponsor, view",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 20, 2016","Dec 13, 2016",,Chew Mon Hian,Can view student ID who is scanned the QR code,https://www.pivotaltracker.com/story/show/134651873,Chew Mon Hian,"analyse how to access to database to view data (Chew Mon Hian - Dec 3, 2016)",,,,connect to database,not completed,view student id who scanned QR code,not completed,research on coding ,not completed,start coding,not completed,finished code and delivered,not completed,waiting for customer feedback,not completed
134651889,Export data,"export, sponsor",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 20, 2016","Dec 13, 2016",,Chew Mon Hian,Can export data to excel file.,https://www.pivotaltracker.com/story/show/134651889,Chew Mon Hian,"analyse how to export data from database into excel file (Chew Mon Hian - Dec 3, 2016)",,,,Connect to database,not completed,retrieve all student id who scanned QR code,not completed,save all the data as a excel file,not completed,research on coding ,not completed,start coding,not completed,finished code and delivered,not completed,waiting for customer feedback,not completed
135002967,Login function,"login, sponsor, student",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 27, 2016","Dec 20, 2016",,Wei Xing,System allows student and sponsor to log in. ,https://www.pivotaltracker.com/story/show/135002967,Wei Xing,"Code the login function that contains username, password fields and forgot password link. (Wei Xing - Dec 3, 2016)","Currently the coding progress is done, now waiting for the feedback from customer. (Wei Xing - Dec 12, 2016)",,,create UI,not completed,connect database with UI to let student and sponsor perform login,not completed,coding for the login function,not completed,testing with customer,not completed,waiting for feeback,not completed
134628429,Register student record.,"addrecord, register, student",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 18, 2016","Dec 20, 2016",,Wei Xing,System may allow student registers and save their records into the database,https://www.pivotaltracker.com/story/show/134628429,Wei Xing,"List out the fields that want to include to the function
 (Wei Xing - Dec 3, 2016)","Code out the function includes the fields of name, student ID number and course name.  (Wei Xing - Dec 3, 2016)","Set up all the data into the database. (Wei Xing - Dec 3, 2016)","Currently the coding progress is done, now waiting for the feedback from customer. (Wei Xing - Dec 12, 2016)",connect database,not completed,connect UI and database to register record,not completed,code for the function,not completed,testing the function,not completed,Waiting for the feeback,not completed
134628675,Retrieve sponsor record,"retrieverecord, sponsor",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 18, 2016","Dec 23, 2016",,Wei Xing,Admin can display the sponsor record from the sponsor list,https://www.pivotaltracker.com/story/show/134628675,Chew Mon Hian,,,,,connect database ,not completed,connect database and UI to display the sponsor record,not completed
134628643,Retrieve student record,"register, retrieverecord, student",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 18, 2016","Dec 23, 2016",,Wei Xing,Admin can display the crew member record from the crew member list,https://www.pivotaltracker.com/story/show/134628643,Chew Mon Hian,,,,,connect database,not completed,connect database and UI to display the crew member record,not completed
134633511,Add Points,"qr code, student, updaterecord",2,"Dec 5, 2016","Dec 25, 2016",feature,3,accepted,"Nov 19, 2016","Dec 23, 2016",,leo,"After Student scan Qr Code, it will add in the points into its account",https://www.pivotaltracker.com/story/show/134633511,leo,"Analyse how the organizer want it work (leo - Nov 19, 2016)","Get all the QR Code information, for example, how many points will be increase for the specific Qr Code (leo - Dec 3, 2016)","Set all the data into database (leo - Dec 3, 2016)","Start coding for this function (leo - Dec 3, 2016)",Business analyse ,not completed,Get all QR Code data from client,not completed,Start Coding,not completed
134633423,QR Code Scanner On Web,"qr code, student",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 19, 2016","Dec 23, 2016",,leo,"Student are able to scan QR Code by using this web, they are able to use the QR Code scanner to run around the whole college to scan QR Code to earn points",https://www.pivotaltracker.com/story/show/134633423,leo,"Research how to actually implement the qr code scanner in website (leo - Nov 19, 2016)","Start coding for the QR Code Scanner (leo - Dec 3, 2016)",,,Research on technology,not completed,Coding,not completed
134633783,Redeem Points,"qr code, student, updaterecord",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 19, 2016","Dec 23, 2016",,leo,Deduct student points to redeem some product,https://www.pivotaltracker.com/story/show/134633783,leo,"Analyse how the organizer actually want it work (leo - Nov 19, 2016)","Prepare what field require to store inside database (leo - Dec 3, 2016)",,,Business analysis,not completed,Prepare field for database,not completed,Coding,not completed
134652831,Retrieve Games,"event, sponsor",2,"Dec 5, 2016","Dec 25, 2016",feature,2,accepted,"Nov 20, 2016","Dec 23, 2016",,Nick Lim,display type of game that provided by event,https://www.pivotaltracker.com/story/show/134652831,Nick Lim,"code the function that display the type of game and advertisement image (Nick Lim - Dec 3, 2016)",,,,create UI for display type of game,not completed,Display type of game and advertisement image.,not completed,start coding,not completed,Delivery to customer,not completed,waiting for customer feedback,not completed
134636629,Retrieve event remaining date time,event,2,"Dec 5, 2016","Dec 25, 2016",feature,1,accepted,"Nov 19, 2016","Dec 23, 2016",,Nick Lim,show the remaining date time of event,https://www.pivotaltracker.com/story/show/134636629,Nick Lim,"code the UI that can display event remaning date and can view by user. (Nick Lim - Dec 3, 2016)",,,,Create UI for display date time,not completed,retrieve event date time  record,not completed,calculate current date time with event date time,not completed,Display on UI,not completed,start coding,not completed,delivery result to customer,not completed,wait for customer feedback,not completed
134636511,Retrieve Event Schedule,event,2,"Dec 5, 2016","Dec 25, 2016",feature,3,accepted,"Nov 19, 2016","Dec 23, 2016",,Nick Lim,,https://www.pivotaltracker.com/story/show/134636511,Nick Lim,"write html code for display the event schedule. (Nick Lim - Dec 3, 2016)",,,,Create UI for display event schedule,not completed,Display event schedule on UI that created.,not completed,coding phase,not completed,delivery to customer ,not completed,wait for feedback,not completed
